J0024-7204H 0.001927	1.61	0.04
J0514-4002A 0.14549547	2.453	0.014
J0621+1002  0.027026849	2.32	0.08
B1516+02B   0.000646723	2.29	0.17
J1748-2021B 0.0002266235	2.92	0.20
J1748-2446I 0.003658		2.17	0.02
J1748-2446J 0.013066		2.20	0.04
J1750-37A   0.0518649		1.97	0.15
B1802-07    0.00945034		1.62	0.07
J1824-2452C 0.006553		1.616	0.007	
